id	title	context	triplets
770		Snyk, a leader in developer security, today announced an approx.€447 million Series F investment to accelerate the industry’s shift to developer security, as organizations rapidly modernize their applications with security built into the entire software development life cycle. The transaction included both primary and secondary offerings with more than€253 million of new capital. The company has now raised a total of€654 million to date with a valuation of around€7.1 billion post this round, more than tripling since the beginning of 2021. The round was co-led by Sands Capital and Tiger Global, with participation from new investors Baillie Gifford, Koch Strategic Platforms, Lone Pine Capital, T. Rowe Price and Whale Rock Capital Management as well as existing investors Accel, Addition, Alkeon, Atlassian Ventures, funds managed by BlackRock, Boldstart Ventures, Canaan Partners, Coatue, Franklin Templeton, Geodesic Capital, Salesforce Ventures and Temasek.	
788		Founded in 2000,btov Partners is a European venture capital firm that invests in digital and industrial startups, with offices in Berlin, Munich, St. Gallen and Luxembourg. btov manages assets of €420 million through its three divisions, and examines over 3,000 investment opportunities annually. The firm has just announced the second closing of €80 million for its new Industrial Technologies Fund, which will focus on European deep tech startups with industrial use cases. The funds have been raised from btov’s private investor network, which includes many entrepreneurs and executives from industry, strategic investors, family offices, foundations, banks, the EIF, and the management team itself. The fund will invest in European startups that develop innovative software and hardware for industrial applications, including robotics and autonomous agents, AI for industrial process optimisation, IIoT, cyberphysical security, electronics and photonics, disruptive and resource-efficient production technologies such as additive manufacturing, power generation and storage, as well as medical and quantum technologies. Investments typically range between €1 to €3 million in seed, Series A, or Series B rounds.	
791		Less than three months since launching its pilot programme, German startup DANCE closes a €15 million Series A funding round led by HV Holtzbrinck Ventures, with the goal of bringing its joyful, sustainable and frictionless e-bike subscription service to the world. Founded by Eric Quidenus-Wahlforss and Alexander Ljung (also co-founders of SoundCloud) and Christian Springub, DANCE has ambitions to offer its all-inclusive service subscription package into expanded markets across Europe and eventually the US. According to DANCE, e-bikes are the fastest and most efficient means of urban transport on routes up to 10 kilometres (6.2 miles), but are still notoriously expensive to purchase and a hassle to repair. On-demand shared micro mobility providers oftentimes have availability issues. As city commuters and consumers alike look to greener and more reliable transport alternatives for all aspects of their daily lives, DANCE offers an exciting new connected model which innovates from traditional bike design. “The goal of DANCE is to spark a global movement built on a connected community of passionate e-bike riders, ultimately making cities more bike-friendly and livable,” says Eric Quidenus-Wahlforss, co-founder and CEO of DANCE. “We have become inundated with positive responses from around the world since we announced our invite-only pilot program,and it is become crystal clear just how much desire, demand and excitement there is for a service like DANCE across the world.”	<triplet> Holtzbrinck Ventures <sub> €15 million <obj> INVESTS <triplet> DANCE <sub> €15 million <obj> RECEIVES <triplet> €15 million <sub> Series A <obj> IN ROUND
795		Copenhagen-based LuggageHero, a leading luggage-storage network, is bucking the trend by showing that investing in travel startups is not over during these uncertain times of the COVID-19 pandemic. Their crowd-sourcedcampaign on the Seedrs platformclosed Friday, May 15, at over €408K, overfunded by 24%. LuggageHero, founded in 2017, gives travellers a way to explore a city without carrying their luggage around with them. The idea for the startup came when founder Jannik was travelling himself in Barcelona, and was having trouble finding a place to store his bag. Since then, Jannik has grown LuggageHero into an easy, cheap and safe luggage storage service via partnerships with local retail stores and hotels. They now have luggage drop offs in 40 major cities in North America and Europe, and have a team spread over Copenhagen, London and New York. Within 48 hours of opening its campaign privately to current investors, the Danish-based startup had reached its goal by raising €329K. More than 25% of the 652 investors in the current round were returning beneficial owners from LuggageHero’s first Seedrs campaign, in 2019. Also participating again in this campaign is the venture capital investor Nordic Eye. LuggageHero has remained one of the most popular available investments on Seedrs during its campaign and debuted as the week’s biggest mover by percentage raised and number of new investors.	
8		Copenhagen-based banking app Lunar Way has raised a €26 million round led by SEED Capital, while obtaining a European banking license from the Danish Financial Supervisory Authority. Founded in 2015, the banking app, which focuses exclusively on the Nordics, raised €13 million and expanded to Norway back in February. With the additional funding and the new banking license at hand, Lunar Way plans to accelerate the development of its Nordic bank, develop new products, and grow in the Danish, Swedish, and Norwegian markets. The app already offers several features such as budgeting, spending notifications, transfers, bill payment, and card freezing. The new banking license will open up even more possibilities, for instance loans, insurance, and multi-currency cards.	<triplet> Lunar Way <sub> €26 million <obj> RECEIVES <triplet> SEED Capital <sub> €26 million <obj> INVESTS <triplet> Lunar Way <sub> €26 million <obj> RECEIVES <triplet> Lunar Way <sub> €13 million <obj> WAS RECEIVED <triplet> €13 million <sub> in February <obj> PLACEHOLDER_DATE
801		Airtame, a leading wireless screen sharing and digital signage platform for schools and businesses, today announced that it has secured over €4.9 million in funding, and appointed two new executives as CFO and CCO. The funding round involved participation from a combination of existing and new investors, as well as Danish investment fund Vækstfonden and Danske Bank. It brings the total external capital raised since Airtame, which launched in 2014, to around €14.1 million. “There is never been a more important time to invest in technology that will help bring people together safely and facilitate more engaging and inclusive meetings and lessons – whether they are in-person, remote, or a combination of the two. Airtame’s combined hardware and software solution is already used by more than 20,000 customers around the world, powering over one million monthly meetings and classes. With this additional funding, we will continue to develop our product and bring smart screen sharing and digital signage technology to even more schools and workplaces around the world,”said Jonas Gyalokay, CEO and co-founder of Airtame.	<triplet> Danske Bank <sub> €4.9 million <obj> INVESTS <triplet> Airtame <sub> €4.9 million <obj> RECEIVES <triplet> Vækstfonden <sub> €4.9 million <obj> INVESTS
803		Today, Lendis has just announced an €80 million Series A funding round for its SaaS solution that helps companies to set up and manage their employees’ equipment and software in the hybrid working world. Circularity Capital and Keen Venture Partners led the round, supported by coparion, HGDF and KPN Ventures. Existing investors HV Capital, DN Capital, and Picus Capital participate as well. The round is structured with €30 million in equity and €50 million in debt. This brings Lendis’ overall funding to date to well over €100 million. Founded in 2018, the Berlin-based startup has seen accelerated growth since the beginning of the pandemic when the vast majority of office workers found themselves having to set up home offices. Now, as some semblance of normality has begun to return, most workers are yet to return to the office full-time in what can now only be described as a cultural shift in how we work.	<triplet> HV Capital <sub> €80 million <obj> INVESTS <triplet> DN Capital <sub> €80 million <obj> INVESTS <triplet> Circularity Capital <sub> €80 million <obj> INVESTS <triplet> KPN Ventures <sub> €80 million <obj> INVESTS <triplet> HGDF <sub> €80 million <obj> INVESTS <triplet> Lendis <sub> €80 million <obj> RECEIVES <triplet> Picus Capital <sub> €80 million <obj> INVESTS <triplet> Keen Venture Partners <sub> €80 million <obj> INVESTS <triplet> coparion <sub> €80 million <obj> INVESTS <triplet> €80 million <sub> Series A <obj> IN ROUND
805		Civey, a Berlin-based startup which develops one of the first-ever technologies worldwide to automate representative surveys without random sampling, just secured €1.2 million from IBB Bet. as part of the technology development program Pro FIT. The new procedure of Civey allows any user to conduct free representative surveys of the public opinion. The young tech company was founded in 2015 and already employs a team of 16 people. “So far, the services of the big opinion research institutes have been unaffordable for all but a few. We intend to change that”, says Gerrit Richter, founder and CEO of Civey. He further explains: “The unique advantage of our new system is the extremely low cost. We do not need a call center, paid participants or hordes of opinion polling consultants anymore.”	<triplet> Civey <sub> €1.2 million <obj> RECEIVES <triplet> IBB Bet <sub> €1.2 million <obj> INVESTS
807		French startup Andjaro, the HR solution that helps companies re-balance staff and workload internally when team members are absent or sick, has raised 13.4 million. Coming at a time when many employees across Europe are falling ill with coronavirus, this funding round will help boost the startup’s growth across Western Europe and help both large and medium-sized companies manage the current climate. Andjaro, founded in 2015, was created when its co-founders Quentin Guilluy and Ivan de Pontevès and realised how difficult it is to manage when a team member is sick. To prevent operations from being jeopardized, companies must“call their network, friends and coworkers until they find someone to replace, which can sometimes take hours”, explains co-founder Quentin Guilluy. Having first launched under the name of OuiTeam, the Anjaro team has created a platform that allows mapping, re-allocation and load balancing of the internal workforce, especially when workforce is spread across multiple sites. Instead of using agencies to find temporary staff, the platform enables the reallocation of voluntary internal staff from other locations, which not only cuts costs, but also gives staff the chance to experience other parts of the organization.	
813		Berlin-based Neufund, a Blockchain-based asset tokenization and equity investment platform, has already raised €3 million halfway through its Equity Token Offering – double the offering’s soft cap. Amid volatile crypto markets, most of the capital raised comes in euros from a range of prestigious European investors, including VCs, angels, and private individuals. The public offering of Neufund’s parent company, Fifth Force GmbH, ends on December 16th. This represents the world’s first fully-compliant offering of equity on Blockchain available to the general public. Founded in 2016, Neufund has established a legally-enforceable link between an on-chain token and real-world equity, making the offer compliant under German jurisdiction. The company’s technology enables virtually any incorporated entity worldwide to conduct a public offering on Blockchain.	<triplet> VCs <sub> €3 million <obj> INVESTS <triplet> private individuals <sub> €3 million <obj> INVESTS <triplet> angels <sub> €3 million <obj> INVESTS <triplet> Neufund <sub> €3 million <obj> RECEIVES
816		Today Spanish company Ironhack has announced securing around €16.5 million Series B funding, in a round led by Lumos Capital, with participation from Endeavor’s Catalyst Fund, as well as existing investors, including Brighteye and Creas. Founded in 2013, Ironhack is a globally facing Tech School, ranked top 2 worldwide. Its mission is to help people transform their careers and join a thriving community of tech professionals that love what they do. How do they do this? Via intensive courses and bootcamps in Web Development, UX/UI Design, data analytics and cybersecurity, as well as holding a ‘Career Week’ to support students to be prepared to look for a job after the course. So far, Ironhack is present across 3 continents, across 8 countries, in 9 locations – Madrid, Barcelona, Miami, Paris, Mexico City, Berlin, Amsterdam, Sao Paulo and Lisbon.	<triplet> Creas <sub> €16.5 million <obj> INVESTS <triplet> Ironhack <sub> €16.5 million <obj> RECEIVES <triplet> Lumos Capital <sub> €16.5 million <obj> INVESTS <triplet> Brighteye <sub> €16.5 million <obj> INVESTS <triplet> Endeavor’s Catalyst Fund <sub> €16.5 million <obj> INVESTS <triplet> €16.5 million <sub> Series B <obj> IN ROUND
850		French companyDiabeloophas announced securing a €31 million Series B round of funding, breaking the European record for therapeutic AI fundraising. The round was led by Cemag Invest, as well as French Odyssée Ventures and AGIR à dom, and Indian investment firm ADAG. Diabeloop will put the funding towards commercialising their device across Europe and the US. Diabeloop, founded in 2015, offers a breakthrough in diabetes management. By leveraging artificial intelligence, treatment can be automated and personalised. Specifically, their ‘handset’ device uses sensors to measure blood sugar, and then pump a calculated dose of insulin to keep blood sugar at a healthy level. While Diabeloop’s device is known as a type of ‘artificial pancreas’, users need to manually tell the device when they eat. This places it at step four of the ‘six stages’ of artificial pancreas technology, where steps five and six mean full automation with no input needed from users. Even so, the device reduces the burden typically associated with treatments, improving quality of life for patients.	
860		Beonprice, a Spanish travel tech startup, has just closed a funding round of €1.4 million from K Fund, a new venture capital firm. Founded in 2013, Beonprice is a specialized platform in the hotel sector that applies Big Data techniques and allows hoteliers to easily access room availability, demand, prices of competitors, disparities and many other fundamental factors needed to optimize hotel room rates. The funding round has been led by K Fund, a €50 million fund that invests in early stage technology companies. K Fund is dedicated to fostering a culture of continuous growth and learning and works closely with the founding teams of portfolio companies to support their growth. The fresh capital will be used for product development, enhancing the innovative algorithm capable of increasing hotel revenue using competitive positioning and price elasticity. Beonprice has developed the BEONPRICE QUALITY INDEX (BQI®), probably the only index in the hospitality sector that measures the integral quality of a hotel and let us hotels know their competitive position and price elasticity.	<triplet> K Fund <sub> €1.4 million <obj> INVESTS <triplet> Beonprice <sub> €1.4 million <obj> RECEIVES
868		Munich-based digital wealth manager Scalable Capital has received €25 million in a Series C funding round, bringing the total amount raised by the startup to €66 million. The funding comes from the existing shareholders – BlackRock, HV Holtzbrinck Ventures, and Tengelmann Ventures. Digital wealth management is particularly popular among high earning professionals. Roughly two thirds of Scalable Capital’s customers have a university degree in business, information technology or engineering. On average, the company manages €35k per customer, and one-third of the total assets under management are in portfolios with a balance of more than €100k. In addition, almost every second customer of Scalable Capital has a monthly savings plan averaging €400. With more than €1.5 billion in assets under management and more than 50,000 client portfolios, Scalable Capital is the market leader for B2C services in continental Europe. The service gives individuals access to all major asset classes and regions, covering more than 8,500 securities. with cost-efficient, passive Exchange Traded Funds (ETFs), and regularly monitors the risks in all of its customers’ portfolios.	<triplet> HV Holtzbrinck Ventures <sub> €25 million <obj> INVESTS <triplet> BlackRock <sub> €25 million <obj> INVESTS <triplet> Tengelmann Ventures <sub> €25 million <obj> INVESTS <triplet> Scalable Capital <sub> €25 million <obj> RECEIVES <triplet> €25 million <sub> Series C <obj> IN ROUND
870		During these uncertain times, Metavallon VC is pushing through to find ambitious tech founders that can apply for pre-seed funding from the safety and comfort of their own homes, by Sunday 29th March. Metavallon VCis a venture capital firm that specializes in early-stage funding of disruptive B2B technology companies, with a functional market-tested prototype, committed founders and strong ties with Greece. Its growing sector-agnosticportfolioof startups is focused in one or more patented or proprietary technologies in the fields of cloud, SaaS, analytics, robotics, hardware, IoT, cybersecurity, AI, ML, biotec, medical imaging and microelectronics, while the fields of blockchain and AR/VR are also on its radar. The venture capital firm fuels ambitious entrepreneurs in single-investor or syndicated rounds with typically€200K to€400K+ and works alongside their local or international founders to accelerate their growth. As select and proud members of theDraper Venture Network(DVN), and along with their portfolio, they are uniquely connected to leading investors across multiple stages and geographies and have first-class access to DVN’s powerful rolodex of corporate acquirers, preferred vendors and collaboration partners.	
88		Paris-based Agorize‘s platform connects businesses and organisations with innovators from across the world through open innovation challenges between companies and students, developers, startups, and employees. After raising €300k in 2012 and €2 million in 2017, the startup has now raised €13 million from Creadev, Sofiouest, Iris Capital, and Capnamic Ventures. Founded in 2010, Agorize already works with almost 200 clients, including Accord, Microsoft, Amazon, and L’Oréal. Agorize’s open innovation platform offers online hackathons organised by companies. For example, you can take part in a challenge organised by PSG and Polytechnique around the use of algorithms for measuring the performance of footballers, with a prize of a scholarship for €100k. The startup is also planning to launch an “Agorize for Good” project by offering its platform free of charge to NGOs like the Red Cross to organise their own hackathons.	<triplet> Agorize <sub> €300k <obj> RECEIVES <triplet> €300k <sub> 2012 <obj> WAS RECEIVED <triplet> Agorize <sub> €2 million <obj> RECEIVES <triplet> €2 million <sub> 2017 <obj> WAS RECEIVED <triplet> Creadev <sub> €13 million <obj> INVESTS <triplet> Sofiouest <sub> €13 million <obj> INVESTS <triplet> Iris Capital <sub> €13 million <obj> INVESTS <triplet> Capnamic Ventures <sub> €13 million <obj> INVESTS <triplet> Agorize <sub> €13 million <obj> RECEIVES
881		Founded in Brescia, Italy, Talent Garden is a digital innovation hub and co-working ecosystem with a network that spans across 18 European cities, hosting over 3,500 digital professionals in 23 campuses across 8 countries. Founded in 2011, Talent Garden has just raised a round of €44 million from Tamburi Investment Partners, Social Capital, Indaco Ventures, and European family offices. The additional funding will give Talent Garden a strong foundation for the European growth already undertaken in recent years.	<triplet> Social Capital <sub> €44 million <obj> INVESTS <triplet> Talent Garden <sub> €44 million <obj> RECEIVES <triplet> Indaco Ventures <sub> €44 million <obj> INVESTS <triplet> European family offices <sub> €44 million <obj> INVESTS <triplet> Tamburi Investment Partners <sub> €44 million <obj> INVESTS
885		PKvitality, a French startup specialized in bio wearables, has snapped up €2.25 million via an agreement with Beurer GmBH, the German medical product and well-being company. PKvitality, founded in 2017, is an advanced bio-wearable start-up currently working on K’Watch, a painless and discreet Continuous Glucose Monitoring (CGM) device in the form of a smartwatch. It will enable a precise and continuous monitoring of systemic glucose level anytime and anywhere. Using the same technology, PKvitality is also working on K’Watch Athlete, a smartwatch that will provide real-time monitoring of their lactic acid – an indicator of muscle fatigue – to significantly improve an athlete’s training and performance. K’Watch will be the first wearable smartwatch medical device that measures and displays glucose level continuously, effortlessly and painlessly. With K’Watch, diabetes patients will check their glucose level instantly, see the trend and how it evolves over a period of time. Patients will also receive customized automated alerts to prevent hyper & hypoglycaemia episodes for days and nights. Moreover, users have the option of alerting trusted people in case of severe episodes through notifications sent via the PK Application directly on their smartphone.	<triplet> Beurer GmBH <sub> €2.25 million <obj> INVESTS <triplet> PKvitality <sub> €2.25 million <obj> RECEIVES
905		Telemedicine startupViveo Healthhas raised €2 million to provide medical help via video bridge, and act as a form of ‘social distancing’. In summary, the service will help control the spread of the coronavirus in the waiting rooms of healthcare institutions. Viveo Health, founded in 2018, began to reduce obstacles on the way to a quick diagnosis and services. Raul Källo, the founder and CEO of Viveo Health, has commented that by moving people away from crowded waiting rooms, it can reduce the spread of the virus, and people with a variety of health problems do not have to put themselves at added risk. This fundraising round brought the company €2 million, and an investment of the same size has been made by the founder of the company before. In this round, a major shareholder in Tallink, Ain Hanschmidt, and a major shareholder of Graanul Invest, Anders Anderson, also joined Viveo Health.	<triplet> Anders Anderson <sub> €2 million <obj> INVESTS <triplet> Ain Hanschmidt <sub> €2 million <obj> INVESTS <triplet> Viveo Health <sub> €2 million <obj> RECEIVES <triplet> Tallink <sub> €2 million <obj> INVESTS <triplet> Graanul Invest <sub> €2 million <obj> INVESTS
913		Sustainability-focused last-mile shipping platform, Liefergrün, has just closed a €3 million funding round. The funding was led by SpeedInvest with participation from Norrsken VC. Founded in Münster in 2017, Liefergrün has a vision to enable guilt-free online shopping by reducing the environmental impact of deliveries. As a result, it is committed to creating a fair, social, and emissions-free delivery experience with the mantra ‘we respect your shopping’. Liefergrün delivers in freely selectable time windows and with 24/7 real-time tracking. Return deliveries are also able to be scheduled and are fully sustainable. Already present in 30 cities across Germany, the startup uses a fleet of cargo bikes and electric vehicles based at scores of micro-distribution hubs to enable emission-free delivery of goods bought online to consumers.	<triplet> SpeedInvest <sub> €3 million <obj> INVESTS <triplet> Norrsken VC <sub> €3 million <obj> INVESTS <triplet> Liefergrün <sub> €3 million <obj> RECEIVES
917		Videdressing.com, a Paris-based social marketplace dedicated to fashion, announced today that it raised $6 million in Series A funding from DN Capital, Earlybird, Piton Capital and Generis Capital. This round of financing will allow Videdressing to further accelerate its growth and increase its market share in France, reinforce its organization and develop the business internationally, beginning with the launch of an English version. Launched in December 2009 Videdressing.com aims to combine the best aspects of an online marketplace with a highly merchandised, fashion savvy retail environment to offer customers a shopping experience with unparalleled range, curation and value for money.	<triplet> DN Capital <sub> $6 million <obj> INVESTS <triplet> Earlybird <sub> $6 million <obj> INVESTS <triplet> Piton Capital <sub> $6 million <obj> INVESTS <triplet> Generis Capital <sub> $6 million <obj> INVESTS <triplet> Videdressing.com <sub> $6 million <obj> RECEIVES <triplet> $6 million <sub> Series A <obj> IN ROUND
922		Wrisktoday announced an approx. €5.3 million investment led by QBN Capital, with participation from investors Guinness Asset Management and Cell Rising Capital. Wrisk will be using the investment to grow its team and further scale its platform to support client demand. Wrisk (founded in 2016) aims to create flexible, frictionless and personalised insurance experiences. The startup partners with leading insurance companies to provide the customers with mobile-first insurance at the point of sale, providing insurance that is fit for purpose for today’s customer needs. For example, its unique ‘WriskScore’ allows homeowners, renters and motorists to understand exactly how their insurance premiums are calculated. Just last month, Wrisk launched a first of its kind flexible monthly subscription-based car insurance product allowing people to pay for the miles they drive, in partnership with the RAC, one of the UK’s most progressive motoring organisations. As new mobility trends like electric and autonomous vehicles arise, and different car ownership models and driving patterns gain momentum, Wrisk intends to become an indispensable partner to the automotive industry by solving the ensuing insurance implications of these changes.	<triplet> QBN Capital <sub> €5.3 million <obj> INVESTS <triplet> Guinness Asset Management <sub> €5.3 million <obj> INVESTS <triplet> Wrisk <sub> €5.3 million <obj> RECEIVES <triplet> Cell Rising Capital <sub> €5.3 million <obj> INVESTS
927		Tractive, the Austrian scale-up which offers a GPS device with real-time location tracking for dogs and cats, today announced that it has closed €28.6 million in growth funding led by Guidepost Growth Equity. The fresh capital will accelerate innovation and adoption of the company’s industry-leading pet tracking device, which currently serves over 400,000 active subscribers across 175 countries, the largest network in the world. Guidepost General Partner, Chris Cavanagh, and consumer subscription model expert and former Ancestry and Lynda.com executive, Andrew Wait, will join Tractive’s board of directors. Entrepreneur and former Chairman and CEO of Partner in Pet Food, Attila Balogh, also participated in the funding round. Tractive was founded in 2012, and this is the company’s first round since it began selling devices in 2013, as Tractive has been cash flow positive since inception.	<triplet> Attila Balogh <sub> €28.6 million <obj> INVESTS <triplet> Tractive <sub> €28.6 million <obj> RECEIVES <triplet> Guidepost Growth Equity <sub> €28.6 million <obj> INVESTS
94		Founded just four months ago, the Paris-based fintech startup PIXPAY has raised €3.1 million in a round led by Global Founders Capital. With the funding, PIXPAY intends to reinvent the way teenagers manage their budgets and spend their money in an economy where cash is disappearing, and build a European banking solution specifically for 10 to 18-year-olds. Traditional banks do not serve the needs of minors, often offering little more than an ATM card. Therefore, many adolescents are still dependent on their families to give them cash to spend, but this is not practical for online purchases, and for parents, cash has some downsides, such as the risk of loss or theft. To solve this problem, three parents, Benoit Grassin, Nicolas Klein (co-founders of the startup MonDocteur, which was sold to Doctolib in July 2018) and Caroline Ménager, decided to create PIXPAY. Their mission is to digitise spending for teens and parents, and with 30 million teenagers in Europe today, there is a large potential market.	<triplet> PIXPAY <sub> €3.1 million <obj> RECEIVES <triplet> Global Founders Capital <sub> €3.1 million <obj> INVESTS <triplet> PIXPAY <sub> €3.1 million <obj> RECEIVES
940		The 20 finalists nominated for the EIT Digital Challenge 2020 are covering a wide variety of topics within the EIT Digital focus areas: Digital Finance, Digital Tech, Digital Wellbeing, Digital Cities, and Digital Industry. All of the selected finalists are on track for fast growth and are contributing to building a strong digital Europe. The EIT Digital Challenge takes place for the 7th consecutive year and focuses on “deep tech” digital scaleups with a differentiating product offering, leveraging sophisticated, hard-to-reproduce digital technologies that fuel the digital transformation. The finalists were chosen out of 403 applicants and come from 11 different European countries. On average, they reached a revenue of €1.5 million in 2019, have already received €5.6 million in funding and employ 31 people. The winners will be chosen in a final event held online on November 12, where the finalists will pitch in front of a jury of experts and compete for prizes worth €350,000.	
946		Emotiva, the Milan-based deeptech AI startup focusing on emotion recognition, closed a seed investment round of €610k led by business angels and LVenture Group. Emotiva was accelerated in 2020 by LVenture Group’s Acceleration Program LUISS EnLabs. The startup develops computer vision and machine learning algorithms to analyse people’s emotional responses in real-time, measuring facial micro-expressions through a standard webcam, to collect data useful to understand human behaviours. Thanks to its proprietary technology, the Italian startup has launched the SaaS platform EmPower, a media analytics tool that measures audience attention and engagement, obtaining in a few clicks valuable insights on their unconscious response. Through EmPower, companies can make accurate decisions about marketing campaigns, using attention and emotional engagement as new metrics to evaluate content performance, correct targeting and avoid waste of budget.	<triplet> €610k <sub> seed investment round <obj> IN ROUND <triplet> business angels <sub> €610k <obj> INVESTS <triplet> LVenture Group <sub> €610k <obj> INVESTS <triplet> Emotiva <sub> €610k <obj> RECEIVES
951		zeotap, the data platform that we mentioned among “10 German startups to look out for in 2016“, today announced its Series B funding round of €12 million. The new investment reflects both zeotap’s achievements in telecom data onboarding for advertising targeting and measurement, and its potential to grow into the single platform that aggregates deterministic data across industries. Data is increasingly the cornerstone of the mobile advertising market and determines the efficiency of any buying or selling decision in the programmatic advertising ecosystem. At its inception in September 2014, zeotap aimed to leverage this trend by creating a global platform to effectively integrate deterministic data from different telecom operators. By using these telecom assets as a nucleus, zeotap has proven the efficacy and value of its data by achieving up to four times the average data price in the market. Simultaneously, Mozeo, zeotap’s Indian joint venture established a few months ago with local partner Mogaé Media, has reported strong progress. Mozeo aims to provide a unique solution that promises to comprehensively improve how advertising is bought and sold in India today. Headquartered in Berlin, zeotap has recently broadened its ambitions to other deterministic data sources that diversify its data graph while still adhering to the same quality standards. In just the last six months, the company has signed several contracts, including a global one with a leading security company as well as a top navigation services provider. For data buyers, the zeotap platform might become even more attractive with a variety of impactful data attributes, including socio-demographic, location, interest and even deterministic mobile purchase intent signals, available from a single trusted source.	<triplet> €12 million <sub> Series B <obj> IN ROUND <triplet> zeotap <sub> €12 million <obj> RECEIVES
952		London-basedZen Educate, a digital staffing platform for schools and teachers, has raised €6.3 million in the largest ever funding round raised for a teacher recruitment technology business outside of the US. The round was led by Brighteye Ventures, with participation from existing investors including Adjuvo and Nick Hungerford, the founder of online investment platform Nutmeg. This funding will be used to strengthen Zen Educate’s position in London and grow its presence in Manchester. The online platform works with 10% of schools in London, and over 4,000 teachers. It aims to onboard an additional 2,000 schools and 20,000 teachers, while growing their 20-person team to 60 by year end. It will continue to invest heavily in its ‘match algorithm’ that provides an intelligent matching solution for short and long term roles. Since launching in 2017, Zen Educate has provided schools & teachers with an online alternative to recruitment agencies, becoming a one-stop shop that solves all of a school’s staffing needs. Schools using the platform have typically made savings of 20-30% on their supply cover costs, which they can access at any time on the platform. According to the startup, it has already saved the education system a total of £600k since its launch, and plans to save schools £2 million by the end of the year.	<triplet> Nick Hungerford <sub> €6.3 million <obj> INVESTS <triplet> Educate <sub> €6.3 million <obj> RECEIVES <triplet> Adjuvo <sub> €6.3 million <obj> INVESTS <triplet> Brighteye Ventures <sub> €6.3 million <obj> INVESTS
955		French startupSolaire Box, which specializes in the construction of eco-friendly wooden houses, has announced closing a pre-Series A round of around €1.4 million, supported by both investment funds and private individuals. Founded in 2014, Solaire Box is taking on the construction of green ecological houses in France and further afield. The Paris-based team differs from other players in the sector due to its approach and innovative manufacturing process. Having launched to market in 2017, Solaire Box’s houses are designed with 3 unique aspects in mind, including: a structure made from French pine and wood fibre that offers optimal thermal performance; a large photovoltaic roof that produces up to twice as much energy as consumed by its inhabitants; and, a digital approach to design and pre-assembly, as well as deployment of associated services. With this range of studios and homes, Solaire Box wants to enable its customers to adopt a zero-carbon lifestyle and fight global warming without compromising their comfort. New shareholders participated in its second funding round, joining existing investors investment fund AVIVA Impact Investing, Inter InvestCapital, as well as individual shareholders, notably via the platform Sowefund, the crowdfunding specialist. The funds include €600K brought by Inter Invest Capital for the development of Solaire Box’s subsidiary established in the West Indies and Guyana in 2017.	<triplet> €1.4 million <sub> pre-Series A <obj> IN ROUND <triplet> AVIVA Impact Investing <sub> €1.4 million <obj> INVESTS <triplet> individual shareholders <sub> €1.4 million <obj> INVESTS <triplet> Solaire Box <sub> €1.4 million <obj> RECEIVES <triplet> Inter InvestCapital <sub> €1.4 million <obj> INVESTS
967		Berlin foodtech startup Perfeggt has just closed €2.5 million for its chickenless egg product. The company, founded in 2021 byTanja Bogumil (CEO), Gary Lin and Bernd Becker (CPO), have released this as their first product, consisting of a protein-rich, complex, plant-based system, including fava bean, that can be prepared as a scrambled egg or omelette in the pan. The forward-thinking startup has raised €2.5 million during this first seed round.Backers include leading AgriFood investors from around the world such as EVIG Group, Stray Dog Capital, E²JDJ, Tet Ventures, Good Seed Ventures, Sustainable Food Ventures and Shio Capital, early investors in global companies like Beyond Meat, Gorillas and Good Catch.	<triplet> Good Catch <sub> €2.5 million <obj> INVESTS <triplet> Sustainable Food Ventures <sub> €2.5 million <obj> INVESTS <triplet> Shio Capital <sub> €2.5 million <obj> INVESTS <triplet> Beyond Meat <sub> €2.5 million <obj> INVESTS <triplet> Gorillas <sub> €2.5 million <obj> INVESTS <triplet> Tet Ventures <sub> €2.5 million <obj> INVESTS <triplet> Good Seed Ventures <sub> €2.5 million <obj> INVESTS <triplet> Perfeggt <sub> €2.5 million <obj> RECEIVES <triplet> EVIG Group <sub> €2.5 million <obj> INVESTS <triplet> Stray Dog Capital <sub> €2.5 million <obj> INVESTS <triplet> E²JDJ <sub> €2.5 million <obj> INVESTS <triplet> €2.5 million <sub> seed round <obj> IN ROUND
971		The Dutch SaaS startup Hotelchamp has just secured €1.75 million in seed funding. With this first round of funding the Amsterdam-based company will be able to continue its rapid growth and expand its client base. The seed investment comes from the founders along with a team of carefully selected angel investors, including a group of entrepreneurs from the hotel- and e-commerce-industry. Hotelchamp was founded in 2015 and helps hotels obtain more bookings through their own websites. The team has since expanded to 25 employees of 7 different nationalities. Aside of Amsterdam Hotelchamp also has offices in Berlin and Groningen.	
